Type,Date,Bill Number,Discount,Subtotal,Delivery Amt,Total Bill,Channel,Customer ID,Dish Details
Home Delivery,2018-08-30,20086097440,165,455,0,160,Swiggy Online,UnKnown,"Chicken Afghani Tikka (QTY-1.000),Omlette (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-08-30,20086097768,0,310,0,160,Zomato Online,250230415059,"Veg Biryani (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-08-30,20086098096,36,394,0,144,Swiggy Online,UnKnown,"Tandoori Roti Butter (QTY-2.000),Jeera Rice (QTY-1.000),Butter Chicken (QTY-1.000),Chicken Kolhapuri (QTY-1.000)"
Dine In,2018-08-30,20086098424,56,384,0,160,Swiggy Online,UnKnown,"Chicken Fried Rice (QTY-1.000),Chicken Garlic Tikka (QTY-1.000),Tandoori Chicken (QTY-1.000)"
Home Delivery,2018-08-30,20086098752,0,486,0,320,Zomato Online,250208224298,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-2.000),Chicken Home Style (QTY-1.000)"
Home Delivery,2018-08-30,20086099080,0,250,0,150,Zomato Online,245850980300,"Sev Tamater (QTY-1.000),Mutton Bati (QTY-1.000)"
Home Delivery,2018-08-30,20086099408,94,376,0,136,Swiggy Online,UnKnown,"Tawa Roti (QTY-7.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Sev Tamater (QTY-1.000)"
Take Away,2018-08-30,20086099736,68,432,0,160,Swiggy Online,34816569057,"Chicken Garlic Tikka (QTY-1.000),Garlic Nan (QTY-5.000),Kadhai Chicken (QTY-1.000)"
Home Delivery,2018-08-30,20086100064,102,708,0,408,Swiggy Online,UnKnown,"Chicken Garlic Tikka (QTY-1.000),Tandoori Chicken (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Home Delivery,2018-08-30,20086100392,132,488,0,200,Zomato Online,35327000704,"Hyderabadi Chicken Fry Piece Biryani (QTY-2.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-08-30,20086100720,138,192,0,120,Swiggy Online,UnKnown,"Veg Roll (QTY-1.000),Chilly Chicken (QTY-1.000),Veg pulav (QTY-1.000)"
Home Delivery,2018-08-30,20086101048,290,230,0,150,Zomato Online,64206297555,"Chicken Curry (QTY-1.000),Chicken Handi (QTY-1.000)"
Home Delivery,2018-08-30,20086101376,0,370,0,220,-,249229166550,"Mutton Curry (QTY-1.000),Fish Tikka (QTY-1.000)"
Home Delivery,2018-08-30,20086101704,96,472,0,64,Zomato Online,249028092955,"Tandoori Roti (QTY-9.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Mutton Curry (QTY-2.000)"
Home Delivery,2018-08-30,20086102032,0,320,0,160,Zomato Online,138626185202,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Handi (QTY-1.000)"
Home Delivery,2018-08-30,20086102360,149.95,665.05,0,150,Zomato Online,69419528960,"Tandoori Roti Butter (QTY-13.000),Veg Biryani (QTY-1.000),Veg Biryani (QTY-1.000),Mutter Paneer (QTY-2.000)"
Home Delivery,2018-08-30,20086102688,58,232,0,232,Swiggy Online,UnKnown,"Tawa Roti (QTY-5.000),Fish Curry (QTY-1.000)"
Home Delivery,2018-08-30,20086103016,0,780,0,620,-,249450645616,"Tandoori Chicken (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Home Delivery,2018-08-30,20086103672,149.98,452.02,0,350,Zomato Online,138604027859,"Chicken Garlic Tikka (QTY-1.000),Paneer Pahadi Tikka (QTY-1.000),Tandoori Roti (QTY-6.000),Jeera Rice (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-08-30,20086104000,162,288,0,108,Zomato Online,249450638300,"Green Salad (QTY-1.000),Tandoori Chicken (QTY-1.000),Tadka Khichdi (QTY-1.000),Fish Tikka (QTY-1.000)"
Home Delivery,2018-08-30,20086104328,22,318,0,198,Zomato Online,248949294892,"Chicken Curry (QTY-1.000),Chicken Nilgir (QTY-1.000)"
Home Delivery,2018-08-30,20086104656,119,171,0,80,Zomato Online,249450762858,"Fish Curry (QTY-1.000),Palak Paneer (QTY-1.000)"
Home Delivery,2018-08-30,20086104984,170,280,0,200,Swiggy Online,UnKnown,"Chilly Chicken (QTY-1.000),Chilly Paneer (QTY-1.000),Chicken Roast (QTY-1.000)"
Home Delivery,2018-08-30,20086105312,169.98,700.02,0,200,Zomato Online,250206221574,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Chicken Curry (QTY-1.000),Mutton Curry (QTY-1.000)"
Home Delivery,2018-08-30,20086105640,0,916,0,160,-,250206169680,"Chicken Garlic Tikka (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Chole Bathure (QTY-2.000),Mutton Seekh Kebab (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Chicken Tikka Masala (QTY-1.000),Fish Tikka (QTY-1.000)"
Home Delivery,2018-08-30,20086105968,30,590,0,120,Swiggy Online,UnKnown,"Chilly Chicken (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-2.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-08-30,20086106296,56,250,0,84,Zomato Online,35326998193,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Plain nan (QTY-2.000),Aloo Gobhi (QTY-1.000),Chicken Home Style (QTY-1.000)"
Home Delivery,2018-08-30,20086106624,16,608,0,144,-,249025407146,"Chilly Paneer (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Butter Chicken (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Home Delivery,2018-08-30,20086106952,62,810,0,248,Swiggy Online,UnKnown,"Chilly Chicken (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Butter Chicken (QTY-1.000),Chicken Handi (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Home Delivery,2018-08-30,20086107280,0,1666,0,476,-,250206624140,"Veg Manchurian (QTY-1.000),Veg Manchurian (QTY-1.000),Fried Rice (QTY-1.000),Fried Rice (QTY-1.000),Tandoori Roti (QTY-8.000),Gobhi Paratha (QTY-1.000),Veg Biryani (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Bhindi masala (QTY-1.000),Egg Curry (QTY-1.000),Mutton Bhuna (QTY-1.000),Mutton Home Style (QTY-1.000),Lemon Rice Combo [Full] (QTY-1.000)"
Home Delivery,2018-08-30,20086107608,80,460,0,320,Swiggy Online,UnKnown,"Aloo Paratha (QTY-1.000),Paneer Paratha (QTY-1.000),Benjo (QTY-1.000),Egg Curry (QTY-1.000),Chicken Handi (QTY-1.000)"
Home Delivery,2018-08-30,20086107936,62,448,0,248,Swiggy Online,UnKnown,"Chole Kulche Amritsari (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Mix Veg (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Home Delivery,2018-08-30,20086108264,32,338,0,210,Zomato Online,69427933277,"Chole Kulche Amritsari (QTY-1.000),Chicken Reshmi Kebab (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-08-30,20086108592,0,160,0,160,-,249028102844,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Home Delivery,2018-08-30,20086108920,49.99,260.01,0,140,Zomato Online,249225343072,"Lachchha Paratha (QTY-2.000),Chicken Curry (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-08-30,20086109248,0,510,0,350,Zomato Online,138630672080,"Tandoori Roti Butter (QTY-1.000),Butter nan (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Keema Masala (QTY-1.000)"
Dine In,2018-08-30,20086109576,42,258,0,160,Zomato Online,UnKnown,"Corn Cheese Kabab (QTY-1.000),Egg Biryani (QTY-1.000)"
Home Delivery,2018-08-30,20086109904,69,471,0,351,Zomato Online,125226167579,"Veg Roll (QTY-1.000),Paneer Roll (QTY-1.000),Jeera Rice (QTY-1.000),Dal Fry (QTY-1.000),Aloo Gobhi (QTY-1.000),Bhindi masala (QTY-1.000)"
Home Delivery,2018-08-30,20086110232,32,428,0,300,Swiggy Online,138630620868,"Tandoori Roti Butter (QTY-4.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Dal Makhani (QTY-1.000),Jeera Aloo (QTY-1.000)"
Home Delivery,2018-08-30,20086110560,190.01,284.99,0,225,Zomato Online,125226171020,"Chicken Leg Afgani 2 pc (QTY-1.000),Tandoori Roti Butter (QTY-3.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Curry (QTY-1.000)"
Dine In,2018-08-30,20086110888,0,386,0,226,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),muttor paneer (QTY-1.000)"
Dine In,2018-08-30,20086111216,0,300,0,300,-,UnKnown,Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)
Dine In,2018-08-30,20086111544,0,304,0,144,Zomato Online,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Egg Curry (QTY-1.000)"
Take Away,2018-08-30,20086111872,0,970,0,820,-,38271354044,"Chilly Chicken (QTY-1.000),Chicken Tikka (QTY-1.000),Plain nan (QTY-1.000),Plain nan (QTY-1.000),Plain nan (QTY-1.000),Plain nan (QTY-1.000),Plain nan (QTY-1.000),Plain nan (QTY-1.000),Veg Biryani (QTY-1.000),Egg Curry (QTY-1.000),Chicken Curry (QTY-1.000),Mutton Bhuna (QTY-1.000)"
Dine In,2018-08-31,20086112200,0,460,0,160,-,UnKnown,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Vegetable Maggi (QTY-1.000),Masala Maggi (QTY-1.000),Masala Maggi (QTY-1.000),Masala Maggi (QTY-1.000),Masala (QTY-1.000),Masala (QTY-1.000),Tea (QTY-1.000),Cold Drink s (QTY-1.000),Cold Drink s (QTY-1.000)"
Dine In,2018-08-31,20086112528,0,304,0,120,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Kadhai Chicken (QTY-1.000),Vegetable Chesse Maggi (QTY-1.000),Vegetable Chesse Maggi (QTY-1.000)"
Dine In,2018-08-31,20086112856,0,80,0,40,-,UnKnown,"Masala Maggi (QTY-1.000),Cold Drink (QTY-1.000)"
Home Delivery,2018-08-31,20086113184,0,346,0,196,-,248949300627,"Tandoori Roti (QTY-8.000),Sev Tamater (QTY-1.000),Mutton Curry (QTY-1.000)"
Home Delivery,2018-08-31,20086113512,85,480,0,85,Zomato Online,69419473129,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Fish Curry (QTY-2.000),Fish Tikka Masala (QTY-1.000)"
Home Delivery,2018-08-31,20086113840,299.99,520.01,0,370,Zomato Online,249225348962,"Tandoori Roti (QTY-5.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Mutton Bhuna (QTY-1.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-08-31,20086114168,188,342,0,152,Swiggy Online,UnKnown,"Plain nan (QTY-1.000),Chicken Curry (QTY-1.000),Chicken Curry (QTY-1.000),Chicken Tikka Masala (QTY-1.000)"
Home Delivery,2018-08-31,20086114496,64,256,0,256,Swiggy Online,UnKnown,Chole Bathure (QTY-4.000)
Home Delivery,2018-08-31,20086114824,68,572,0,300,Zomato Online,69238050093,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Butter Chicken (QTY-1.000)"
Dine In,2018-08-31,20086115152,0,520,0,310,-,UnKnown,"Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Dal Fry (QTY-1.000),Aloo Gobhi (QTY-1.000),Mutton Rogan Josh (QTY-1.000),Cold Drink s (QTY-1.000)"
Dine In,2018-08-31,20086115480,26,254,0,150,Swiggy Online,UnKnown,"Veg Biryani (QTY-1.000),Chicken Palak (QTY-1.000)"
Home Delivery,2018-08-31,20086115808,15,375,0,135,Zomato Online,250206165960,"Aloo Paratha (QTY-3.000),Gobhi Paratha (QTY-3.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-08-31,20086116136,0,746,0,420,-,250204093269,"Veg Manchurian (QTY-1.000),Tandoori Roti (QTY-3.000),Tandoori Roti Butter (QTY-2.000),Lachchha Paratha (QTY-4.000),Plain Rice (QTY-1.000),Bhindi masala (QTY-1.000),Chicken Curry (QTY-1.000),Paneer Butter Masala (QTY-1.000)"
Dine In,2018-08-31,20086116792,0,482,0,252,-,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Butter nan (QTY-2.000),Jeera Rice (QTY-1.000),Chicken Curry (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086117120,34.8,457.2,0,139,Swiggy Online,38271357206,"Tandoori Roti (QTY-4.000),Tandoori Roti (QTY-2.000),Plain nan (QTY-1.000),Tawa Roti (QTY-1.000),Chicken Seekh Kebab (QTY-1.000),Chicken Curry (QTY-1.000),Keema Masala (QTY-1.000)"
Dine In,2018-08-31,20086117448,0,365,0,325,-,UnKnown,"Lachchha Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Butter nan (QTY-1.000),Jeera Rice (QTY-1.000),Butter Chicken (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000),water bottle (QTY-1.000)"
Dine In,2018-08-31,20086117776,32,578,0,450,Swiggy Online,UnKnown,"Tomato Soup (QTY-1.000),Tandoori Chicken (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Chole Bathure (QTY-1.000),Chole Kulche Amritsari (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086118104,169.97,512.03,0,232,Zomato Online,69238048543,"Onion salad (QTY-1.000),Chicken Amritsari Tikka (QTY-1.000),Tandoori Roti (QTY-6.000),Chicken Handi (QTY-1.000),Paneer Tikka (QTY-1.000),Lemon Rice Combo [Full] (QTY-1.000)"
Home Delivery,2018-08-31,20086118432,0,260,0,160,Zomato Online,35326930365,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),water bottle (QTY-1.000),Cold Drink (QTY-1.000),Cold Drink (QTY-1.000)"
Home Delivery,2018-08-31,20086118760,32,428,0,128,Swiggy Online,38271357206,"Palak Corn (QTY-1.000),Kadhai Chicken (QTY-1.000),Paneer Butter Masala (QTY-1.000)"
Home Delivery,2018-08-31,20086119744,113.6,454.4,0,302,Swiggy Online,38271357206,"Chicken Afghani Tikka (QTY-1.000),Tandoori Roti (QTY-4.000),Butter Chicken (QTY-1.000),Mutton Curry (QTY-1.000)"
Home Delivery,2018-08-31,20086120072,32,296,0,168,Swiggy Online,249229209950,"Tandoori Roti (QTY-4.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-08-31,20086120400,117,468,0,196,Swiggy Online,38271357206,"Tandoori Roti Butter (QTY-3.000),Plain Rice (QTY-1.000),Butter Chicken (QTY-1.000),Keema Masala (QTY-1.000)"
Home Delivery,2018-08-31,20086120728,42,458,0,290,Swiggy Online,138630650504,"Veg Roll (QTY-1.000),Chicken Tikka (QTY-1.000),Butter Chicken (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Home Delivery,2018-08-31,20086121056,62,408,0,248,Swiggy Online,38271357206,"Fish Fry (QTY-1.000),Butter Chicken (QTY-1.000),Chicken Handi (QTY-1.000)"
Home Delivery,2018-08-31,20086121384,210.02,399.98,0,240,Swiggy Online,38271357206,"Tandoori Roti (QTY-5.000),Egg Curry (QTY-1.000),Kadhai Chicken (QTY-1.000),Mutton Bati (QTY-1.000)"
Home Delivery,2018-08-31,20086121712,12,268,0,108,-,138626186411,"Chicken Seekh Kebab (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Home Delivery,2018-08-31,20086122040,250,430,0,240,Zomato Online,250206135766,"Butter Chicken (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086122368,198.03,1285.97,0,1094,Zomato Online,250206226720,"Punjabi Salad (QTY-1.000),Onion salad (QTY-1.000),Veg Roll (QTY-1.000),Fried Rice (QTY-1.000),Tandoori Roti (QTY-12.000),Chole Bathure (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-2.000),Chicken Home Style (QTY-2.000)"
Home Delivery,2018-08-31,20086122696,100.02,331.98,0,120,Zomato Online,250206642616,"Tandoori Roti (QTY-6.000),Jeera Rice (QTY-1.000),Chicken Curry (QTY-1.000),Butter Chicken (QTY-1.000)"
Take Away,2018-08-31,20086123024,0,500,0,260,-,34816569057,"Chilly Chicken (QTY-1.000),Chicken Afghani Tikka (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-08-31,20086123352,150,370,0,130,Zomato Online,250228986827,"Fish Curry (QTY-1.000),Fish Curry (QTY-1.000),Mutton Bati (QTY-1.000)"
Dine In,2018-08-31,20086123680,150,530,0,390,Zomato Online,UnKnown,"Tandoori Chicken (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Bhuna Chicken (QTY-1.000),Cold Drink s (QTY-1.000)"
Home Delivery,2018-08-31,20086124008,26,194,0,104,Zomato Online,250230430652,"Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Tawa Roti (QTY-1.000),Jeera Rice (QTY-1.000),Chicken Home Style (QTY-1.000)"
Dine In,2018-08-31,20086124336,0,340,0,260,-,UnKnown,"Chilly Chicken (QTY-1.000),Aloo Paratha (QTY-1.000),Gobhi Paratha (QTY-1.000)"
Home Delivery,2018-08-31,20086124664,170,320,0,248,Swiggy Online,38271357206,"Chilly Chicken (QTY-1.000),Chole Bathure (QTY-1.000),Chole Kulche Amritsari (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086124992,56,660,0,156,Zomato Online,69238057533,"Tandoori Roti (QTY-3.000),Tandoori Roti Butter (QTY-6.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Chicken Curry (QTY-1.000),Chicken Tikka Masala (QTY-1.000)"
Home Delivery,2018-08-31,20086125320,106,634,0,378,Swiggy Online,249229172068,"Chicken Lollypop (6 pc) (QTY-1.000),Kadhai Chicken (QTY-2.000),Kadhai Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086125648,183.99,476.01,0,336,Swiggy Online,38271357206,"Lachchha Paratha (QTY-6.000),Chole Kulche Amritsari (QTY-3.000),Chicken Handi (QTY-1.000)"
Dine In,2018-08-31,20086125976,180,1128,0,408,Swiggy Online,UnKnown,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Butter Tawa Roti (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-3.000),Mutton Bhuna (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Home Delivery,2018-08-31,20086126304,82,328,0,152,Swiggy Online,38271357206,"Chicken Afghani Tikka (QTY-1.000),Chicken Home Style (QTY-1.000)"
Home Delivery,2018-08-31,20086126632,112,318,0,240,Swiggy Online,38271357206,"Egg Roll (QTY-1.000),Paneer Paratha (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Dine In,2018-08-31,20086126960,24,430,0,214,Zomato Online,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Butter nan (QTY-1.000),Tadka Khichdi (QTY-1.000),Mix Veg (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Dine In,2018-08-31,20086127288,0,310,0,160,Zomato Online,UnKnown,"Veg Biryani (QTY-1.000),Hyderabadi Mutton Dum Biryani (QTY-1.000)"
Dine In,2018-08-31,20086127616,60,478,0,388,Zomato Online,UnKnown,"Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Tandoori Roti (QTY-1.000),Butter Chicken (QTY-1.000),Mutton Bati (QTY-1.000)"
Home Delivery,2018-08-31,20086127944,86,344,0,208,Swiggy Online,38271357206,"Tawa Roti (QTY-4.000),Fish Fry (QTY-2.000),Chicken Home Style (QTY-1.000)"
Home Delivery,2018-08-31,20086128272,30,505,0,270,Zomato Online,125226184660,"Butter nan (QTY-3.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Chicken Handi (QTY-1.000)"
Home Delivery,2018-08-31,20086128600,118,472,0,224,Swiggy Online,38271357206,"Chicken Garlic Tikka (QTY-1.000),Tandoori Chicken (QTY-1.000),Kadhai Chicken (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086128928,164.01,733.99,0,256,Swiggy Online,38271357206,"Fried Rice (QTY-1.000),Tandoori Chicken (QTY-1.000),Tandoori Roti (QTY-4.000),Lachchha Paratha (QTY-2.000),Chole Kulche Amritsari (QTY-3.000),Hyderabadi Mutton Dum Biryani (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Take Away,2018-08-31,20086129256,144,436,0,340,Zomato Online,34816569057,"Chicken Amritsari Tikka (QTY-1.000),Jeera Rice (QTY-1.000),Butter Chicken (QTY-1.000),Mutton Rogan Josh (QTY-1.000)"
Home Delivery,2018-08-31,20086129584,64,256,0,128,Swiggy Online,38271357206,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-08-31,20086129912,93,322,0,160,Zomato Online,249224723816,"Tandoori Roti Butter (QTY-5.000),Butter Chicken (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086130240,130.8,523.2,0,120,Zomato Online,249450635758,"Chilly Chicken (QTY-1.000),Tandoori Roti (QTY-7.000),Kadhai Chicken (QTY-1.000),Bhuna Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086130568,121,369,0,90,Zomato Online,248943909479,"Chicken Tikka (QTY-1.000),Plain Rice (QTY-1.000),Dal tadhka (QTY-1.000),Chicken Curry (QTY-1.000)"
Home Delivery,2018-08-31,20086130896,55.2,300.8,0,144,Swiggy Online,69715682686,"Tandoori Roti (QTY-3.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Kadhai Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086131224,114,576,0,216,Swiggy Online,249224692909,"Tandoori Paratha (QTY-1.000),Lachchha Paratha (QTY-1.000),Plain Rice (QTY-1.000),Mutton Rogan Josh (QTY-1.000),Keema Masala (QTY-1.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-08-31,20086131552,117,228,0,80,Zomato Online,69428140202,"Butter nan (QTY-3.000),Garlic Nan (QTY-1.000),Dal Fry (QTY-1.000),Chicken Home Style (QTY-1.000)"
Home Delivery,2018-08-31,20086131880,60,625,0,240,Swiggy Online,38271357206,"Tandoori Roti Butter (QTY-1.000),Tandoori Roti Butter (QTY-1.000),Butter nan (QTY-1.000),Plain Rice (QTY-1.000),Rayalaseema Kodi Kura (QTY-1.000),Chicken Handi (QTY-1.000)"
Home Delivery,2018-08-31,20086132208,32.8,471.2,0,340,Swiggy Online,249224692475,"Chicken Garlic Tikka (QTY-1.000),Tandoori Roti (QTY-2.000),Plain nan (QTY-1.000),Chicken Curry (QTY-1.000),Fish Tikka (QTY-1.000)"
Dine In,2018-08-31,20086132536,32,288,0,160,Swiggy Online,UnKnown,"Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000)"
Home Delivery,2018-08-31,20086132864,43.99,764.01,0,364,Zomato Online,35326923297,"Tandoori Roti (QTY-7.000),Tandoori Roti (QTY-12.000),Garlic Nan (QTY-2.000),Chicken Curry (QTY-1.000),Mutton Bhuna (QTY-1.000),Mutton Home Style (QTY-1.000)"
Home Delivery,2018-08-31,20086133192,148,332,0,252,Zomato Online,69428142558,"Chicken Garlic Tikka (QTY-1.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Egg Curry (QTY-2.000)"
Home Delivery,2018-08-31,20086133520,0,370,0,210,-,138626170973,"Tandoori Roti Butter (QTY-2.000),Egg Biryani (QTY-1.000),Egg Curry (QTY-1.000),Lemon Rice Combo [Full] (QTY-1.000)"
Home Delivery,2018-08-31,20086133848,95.6,382.4,0,128,Swiggy Online,38271357206,"Garlic Nan (QTY-1.000),Butter Tawa Roti (QTY-4.000),Hyderabadi Chicken Fry Piece Biryani (QTY-1.000),Jeera Rice (QTY-1.000),Butter Chicken (QTY-1.000)"
Home Delivery,2018-08-31,20086134176,175,377,0,220,Zomato Online,138630636492,"Tandoori Roti (QTY-6.000),Egg Curry (QTY-1.000),Chicken Curry (QTY-1.000),Chicken Handi (QTY-1.000)"
Take Away,2018-08-31,20086134504,0,40,0,40,-,34816569057,"water bottle (QTY-1.000),Cold Drink s (QTY-1.000)"
